periodo,id_tweet,data_tweet,data_coleta,texto_original,texto_limpo,comprimento,sentimento,polaridade,felicidade_%,concordancia_%,topicos,relevancia_score,likes,retweets,respostas,engajamento_total
Pré-Evento,sim_Pré_0100,2025-12-27 00:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.268,35.8,63.5,"Google_Ads, CPC",40,51,34,14,130.0
Evento,sim_Eve_0001,2026-01-01 20:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.618,41.6,41.1,"Meta_Ads, Impostos, Preços",68,100,29,21,185.5
Evento,sim_Eve_0002,2026-01-01 21:00:00,2026-02-24 23:13:59,"Google Ads subiu 15% só de imposto, inadmissível","google ads subiu 15% só de imposto, inadmissível",48,Negativo,-0.381,28.3,60.3,"Impostos, Aumento_Custos",93,149,36,10,223.0
Evento,sim_Eve_0003,2026-01-01 07:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 20% depois da taxa do governo,cpc do google ads disparou 20% depois da taxa do governo,56,Negativo,-0.758,18.3,42.6,"Google_Ads, CPC",64,28,14,18,85.0
Evento,sim_Eve_0004,2026-01-01 13:00:00,2026-02-24 23:13:59,"Instagram Ads subiu demais, nova taxa do governo prejudicou todos","instagram ads subiu demais, nova taxa do governo prejudicou todos",65,Negativo,-0.65,16.8,45.3,Meta_Ads,42,61,27,2,105.5
Evento,sim_Eve_0005,2026-01-01 13:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,0.127,52.1,51.8,"Impostos, Aumento_Custos",90,34,0,6,46.0
Evento,sim_Eve_0006,2026-01-01 00:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.348,16.9,63.8,"Meta_Ads, Impostos, Preços",88,76,4,25,132.0
Evento,sim_Eve_0007,2026-01-01 08:00:00,2026-02-24 23:13:59,Google Ads e Meta Ads agora incluem nova taxa na fatura,google ads e meta ads agora incluem nova taxa na fatura,55,Neutro,-0.149,50.2,49.8,Meta_Ads,48,13,5,13,46.5
Evento,sim_Eve_0008,2026-01-01 02:00:00,2026-02-24 23:13:59,Google Ads e Meta Ads agora incluem nova taxa na fatura,google ads e meta ads agora incluem nova taxa na fatura,55,Neutro,0.064,47.3,51.8,Governo/Lei,61,41,8,11,75.0
Evento,sim_Eve_0009,2026-01-01 13:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou 30%, essa tributação tá matando as PMEs","facebook ads aumentou 30%, essa tributação tá matando as pmes",61,Negativo,-0.73,43.5,35.9,"Google_Ads, Impostos",82,16,45,17,117.5
Evento,sim_Eve_0010,2026-01-01 13:00:00,2026-02-24 23:13:59,Nova taxa governamental afeta anúncios no Google e Facebook,nova taxa governamental afeta anúncios no google e facebook,59,Neutro,-0.115,54.5,56.8,"Google_Ads, Impostos, Aumento_Custos",84,14,5,13,47.5
Evento,sim_Eve_0011,2026-01-01 18:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.606,42.6,46.8,"Google_Ads, CPC",88,133,12,9,169.0
Evento,sim_Eve_0012,2026-01-01 06:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 35% depois da taxa do governo,cpc do google ads disparou 35% depois da taxa do governo,56,Negativo,-0.59,15.3,39.6,"Meta_Ads, Impostos",61,97,36,4,159.0
Evento,sim_Eve_0013,2026-01-01 20:00:00,2026-02-24 23:13:59,Facebook Ads passa a cobrar taxa tributária adicional,facebook ads passa a cobrar taxa tributária adicional,53,Neutro,-0.051,49.8,52.5,Impostos,46,4,11,9,38.5
Evento,sim_Eve_0014,2026-01-01 11:00:00,2026-02-24 23:13:59,Absurdo o novo imposto no Google Ads! CPC subiu 15% aqui,absurdo o novo imposto no google ads! cpc subiu 15% aqui,56,Negativo,-0.596,21.4,59.1,"Google_Ads, CPC",55,145,45,9,230.5
Evento,sim_Eve_0015,2026-01-01 07:00:00,2026-02-24 23:13:59,Imposto em anúncios já aparece nas faturas de janeiro,imposto em anúncios já aparece nas faturas de janeiro,53,Neutro,0.143,51.8,50.4,Meta_Ads,81,43,6,3,58.0
Evento,sim_Eve_0016,2026-01-01 13:00:00,2026-02-24 23:13:59,Novo imposto no Google Ads prejudicou muito meu negócio,novo imposto no google ads prejudicou muito meu negócio,55,Negativo,-0.389,41.2,49.0,Governo/Lei,75,43,23,1,79.5
Evento,sim_Eve_0017,2026-01-01 23:00:00,2026-02-24 23:13:59,Absurdo o novo imposto no Google Ads! CPC subiu 20% aqui,absurdo o novo imposto no google ads! cpc subiu 20% aqui,56,Negativo,-0.752,20.9,51.8,Governo/Lei,74,39,47,17,143.5
Evento,sim_Eve_0018,2026-01-01 01:00:00,2026-02-24 23:13:59,"Tributação em publicidade digital vai ajudar o país, válido","tributação em publicidade digital vai ajudar o país, válido",59,Positivo,0.491,81.4,70.4,Google_Ads,40,10,29,5,63.5
Evento,sim_Eve_0019,2026-01-01 21:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.425,40.0,43.3,"Meta_Ads, Impostos, Preços",47,67,11,29,141.5
Evento,sim_Eve_0020,2026-01-01 21:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou 20%, essa tributação tá matando as PMEs","facebook ads aumentou 20%, essa tributação tá matando as pmes",61,Negativo,-0.697,29.3,59.4,"Meta_Ads, Impostos",61,77,34,8,144.0
Evento,sim_Eve_0021,2026-01-01 14:00:00,2026-02-24 23:13:59,"Instagram Ads subiu demais, nova taxa do governo prejudicou todos","instagram ads subiu demais, nova taxa do governo prejudicou todos",65,Negativo,-0.516,23.0,60.2,"Impostos, Aumento_Custos",65,91,32,14,167.0
Evento,sim_Eve_0022,2026-01-01 14:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 20% por causa da tributação nova, ridículo","facebook ads subiu 20% por causa da tributação nova, ridículo",61,Negativo,-0.338,24.0,64.7,"Google_Ads, CPC",91,28,21,3,65.5
Evento,sim_Eve_0023,2026-01-01 15:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.709,34.3,50.8,Impostos,62,142,19,12,194.5
Evento,sim_Eve_0024,2026-01-01 18:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.396,42.8,63.6,Impostos,41,59,18,18,122.0
Evento,sim_Eve_0025,2026-01-01 01:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.664,33.6,55.0,"Google_Ads, Impostos",71,25,45,16,124.5
Evento,sim_Eve_0026,2026-01-01 10:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 20% por causa da tributação nova, ridículo","facebook ads subiu 20% por causa da tributação nova, ridículo",61,Negativo,-0.73,40.5,49.9,Governo/Lei,74,84,28,27,180.0
Evento,sim_Eve_0027,2026-01-01 08:00:00,2026-02-24 23:13:59,Tributação em publicidade online já está valendo no Brasil,tributação em publicidade online já está valendo no brasil,58,Neutro,0.13,52.6,47.8,Meta_Ads,95,25,18,11,74.0
Evento,sim_Eve_0028,2026-01-01 19:00:00,2026-02-24 23:13:59,Meta Ads tá um absurdo de caro com essa nova taxa,meta ads tá um absurdo de caro com essa nova taxa,49,Negativo,-0.337,41.5,43.3,"Meta_Ads, Impostos, Preços",67,135,13,8,170.5
Evento,sim_Eve_0029,2026-01-01 02:00:00,2026-02-24 23:13:59,Imposto em ads digitais: Google e Meta já estão cobrando,imposto em ads digitais: google e meta já estão cobrando,56,Neutro,-0.072,45.9,52.3,Google_Ads,53,9,11,14,53.5
Evento,sim_Eve_0030,2026-01-01 07:00:00,2026-02-24 23:13:59,"Google Ads deveria pagar imposto mesmo, correto do governo","google ads deveria pagar imposto mesmo, correto do governo",58,Positivo,0.575,84.0,60.4,"Google_Ads, CPC",66,69,8,10,101.0
Evento,sim_Eve_0031,2026-01-01 07:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou 35%, essa tributação tá matando as PMEs","facebook ads aumentou 35%, essa tributação tá matando as pmes",61,Negativo,-0.355,35.9,58.5,"Google_Ads, Impostos, Aumento_Custos",60,145,2,15,178.0
Evento,sim_Eve_0032,2026-01-01 11:00:00,2026-02-24 23:13:59,Tributação em publicidade online já está valendo no Brasil,tributação em publicidade online já está valendo no brasil,58,Neutro,-0.099,53.2,55.2,Meta_Ads,62,40,12,12,82.0
Evento,sim_Eve_0033,2026-01-01 16:00:00,2026-02-24 23:13:59,"Google Ads deveria pagar imposto mesmo, correto do governo","google ads deveria pagar imposto mesmo, correto do governo",58,Positivo,0.597,79.0,61.1,"Meta_Ads, Impostos",92,17,24,10,73.0
Evento,sim_Eve_0034,2026-01-01 05:00:00,2026-02-24 23:13:59,Nova taxa governamental afeta anúncios no Google e Facebook,nova taxa governamental afeta anúncios no google e facebook,59,Neutro,0.023,51.6,50.1,Impostos,58,9,5,13,42.5
Evento,sim_Eve_0035,2026-01-01 11:00:00,2026-02-24 23:13:59,Google Ads e Meta Ads seguem nova lei tributária de 2026,google ads e meta ads seguem nova lei tributária de 2026,56,Neutro,0.026,53.3,46.5,"Meta_Ads, Impostos, Preços",84,33,7,3,49.5
Evento,sim_Eve_0036,2026-01-01 02:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.216,16.7,45.7,Meta_Ads,71,26,38,30,143.0
Evento,sim_Eve_0037,2026-01-01 11:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.427,19.4,57.1,"Meta_Ads, Impostos, Preços",46,144,6,30,213.0
Evento,sim_Eve_0038,2026-01-01 02:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.364,33.1,35.3,Impostos,69,111,8,8,139.0
Evento,sim_Eve_0039,2026-01-01 17:00:00,2026-02-24 23:13:59,"Meta Ads ficou caríssimo com essa nova taxa do governo, prejuízo total","meta ads ficou caríssimo com essa nova taxa do governo, prejuízo total",70,Negativo,-0.309,30.9,39.7,Meta_Ads,90,122,32,4,178.0
Evento,sim_Eve_0040,2026-01-01 05:00:00,2026-02-24 23:13:59,CPC médio subiu 30% após entrada do novo imposto,cpc médio subiu 30% após entrada do novo imposto,48,Neutro,-0.051,54.6,49.5,Governo/Lei,87,3,6,8,28.0
Evento,sim_Eve_0041,2026-01-01 15:00:00,2026-02-24 23:13:59,Meta Ads tá um absurdo de caro com essa nova taxa,meta ads tá um absurdo de caro com essa nova taxa,49,Negativo,-0.718,18.2,58.9,Governo/Lei,44,42,13,21,103.5
Evento,sim_Eve_0042,2026-01-01 12:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.348,33.5,39.6,Governo/Lei,75,39,5,2,50.5
Evento,sim_Eve_0043,2026-01-01 23:00:00,2026-02-24 23:13:59,Impossível trabalhar com Google Ads com esse novo imposto,impossível trabalhar com google ads com esse novo imposto,57,Negativo,-0.789,34.7,39.5,Meta_Ads,73,59,6,22,112.0
Evento,sim_Eve_0044,2026-01-01 19:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 30% por causa da tributação nova, ridículo","facebook ads subiu 30% por causa da tributação nova, ridículo",61,Negativo,-0.798,19.1,41.3,"Meta_Ads, Impostos, Preços",61,70,15,10,112.5
Evento,sim_Eve_0045,2026-01-01 11:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.413,30.9,57.0,"Meta_Ads, Impostos",67,76,17,27,155.5
Evento,sim_Eve_0046,2026-01-01 17:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,-0.05,47.2,56.8,"Google_Ads, Impostos, Aumento_Custos",66,37,8,2,53.0
Evento,sim_Eve_0047,2026-01-01 10:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.474,18.7,50.3,"Meta_Ads, Impostos, Preços",59,149,45,17,250.5
Evento,sim_Eve_0048,2026-01-01 14:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou 15%, essa tributação tá matando as PMEs","facebook ads aumentou 15%, essa tributação tá matando as pmes",61,Negativo,-0.626,27.0,63.4,Meta_Ads,62,120,30,15,195.0
Evento,sim_Eve_0049,2026-01-01 09:00:00,2026-02-24 23:13:59,CPC do Google subiu 20% por causa do imposto de 2026,cpc do google subiu 20% por causa do imposto de 2026,52,Negativo,-0.234,38.2,42.2,"Meta_Ads, Impostos, Preços",54,116,33,2,169.5
Evento,sim_Eve_0050,2026-01-01 20:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 30% depois da taxa do governo,cpc do google ads disparou 30% depois da taxa do governo,56,Negativo,-0.675,17.8,58.1,"Google_Ads, Impostos, Aumento_Custos",70,23,46,25,142.0
Evento,sim_Eve_0051,2026-01-01 10:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou 20%, essa tributação tá matando as PMEs","facebook ads aumentou 20%, essa tributação tá matando as pmes",61,Negativo,-0.228,24.8,50.2,Google_Ads,92,27,19,30,115.5
Evento,sim_Eve_0052,2026-01-01 08:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.33,45.0,36.5,"Meta_Ads, Impostos, Preços",51,47,6,9,74.0
Evento,sim_Eve_0053,2026-01-01 04:00:00,2026-02-24 23:13:59,Google Ads teve aumento de 30% devido ao novo imposto de 2026,google ads teve aumento de 30% devido ao novo imposto de 2026,61,Neutro,0.131,54.5,49.4,Impostos,56,45,18,3,78.0
Evento,sim_Eve_0054,2026-01-01 11:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.699,17.9,50.7,"Meta_Ads, Impostos, Preços",61,108,29,10,171.5
Evento,sim_Eve_0055,2026-01-01 07:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.55,43.4,48.2,"Google_Ads, Impostos",69,36,12,28,110.0
Evento,sim_Eve_0056,2026-01-01 18:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.604,29.2,44.1,"Google_Ads, CPC",95,130,20,9,178.0
Evento,sim_Eve_0057,2026-01-01 09:00:00,2026-02-24 23:13:59,Imposto em ads digitais: Google e Meta já estão cobrando,imposto em ads digitais: google e meta já estão cobrando,56,Neutro,-0.132,52.0,46.4,"Impostos, Aumento_Custos",70,40,2,8,59.0
Evento,sim_Eve_0058,2026-01-01 17:00:00,2026-02-24 23:13:59,CPC do Google subiu 25% por causa do imposto de 2026,cpc do google subiu 25% por causa do imposto de 2026,52,Negativo,-0.66,22.3,37.0,"Meta_Ads, Impostos, Preços",93,14,27,3,60.5
Evento,sim_Eve_0059,2026-01-01 21:00:00,2026-02-24 23:13:59,"Instagram Ads subiu demais, nova taxa do governo prejudicou todos","instagram ads subiu demais, nova taxa do governo prejudicou todos",65,Negativo,-0.441,16.3,52.4,"Meta_Ads, Impostos, Preços",85,89,5,28,152.5
Evento,sim_Eve_0060,2026-01-01 15:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.318,43.5,42.8,"Meta_Ads, Impostos",89,33,39,25,141.5
Evento,sim_Eve_0061,2026-01-01 08:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.549,44.9,50.0,Meta_Ads,64,19,41,18,116.5
Evento,sim_Eve_0062,2026-01-01 06:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 25% por causa da tributação nova, ridículo","facebook ads subiu 25% por causa da tributação nova, ridículo",61,Negativo,-0.764,38.7,62.2,"Google_Ads, CPC",85,135,7,9,163.5
Evento,sim_Eve_0063,2026-01-01 12:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 25% por causa da tributação nova, ridículo","facebook ads subiu 25% por causa da tributação nova, ridículo",61,Negativo,-0.758,42.8,61.7,Google_Ads,93,67,16,9,109.0
Evento,sim_Eve_0064,2026-01-01 02:00:00,2026-02-24 23:13:59,Revoltado com o aumento no Google Ads por causa desse imposto absurdo,revoltado com o aumento no google ads por causa desse imposto absurdo,69,Negativo,-0.29,21.6,50.3,"Meta_Ads, Impostos, Preços",54,18,42,2,85.0
Evento,sim_Eve_0065,2026-01-01 03:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.62,26.0,42.4,"Google_Ads, CPC",95,146,13,18,201.5
Evento,sim_Eve_0066,2026-01-01 03:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.429,28.0,58.6,"Meta_Ads, Impostos",74,38,16,12,86.0
Evento,sim_Eve_0067,2026-01-01 21:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 35% por causa da tributação nova, ridículo","facebook ads subiu 35% por causa da tributação nova, ridículo",61,Negativo,-0.317,42.9,56.9,"Meta_Ads, Impostos",58,72,49,13,171.5
Evento,sim_Eve_0068,2026-01-01 02:00:00,2026-02-24 23:13:59,Governo implementa tributação de 25% em ads digitais,governo implementa tributação de 25% em ads digitais,52,Neutro,-0.044,52.5,58.6,Google_Ads,41,47,8,15,89.0
Evento,sim_Eve_0069,2026-01-01 18:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.575,43.0,41.3,"Google_Ads, CPC",70,149,28,7,205.0
Evento,sim_Eve_0070,2026-01-01 08:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.631,29.6,44.1,"Meta_Ads, Impostos",58,18,46,23,133.0
Evento,sim_Eve_0071,2026-01-01 22:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.637,29.1,38.6,"Meta_Ads, Impostos, Preços",77,109,30,3,160.0
Evento,sim_Eve_0072,2026-01-01 09:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou absurdamente, taxa governamental pesou","facebook ads aumentou absurdamente, taxa governamental pesou",60,Negativo,-0.703,41.9,58.2,"Meta_Ads, Impostos",50,133,48,20,245.0
Evento,sim_Eve_0073,2026-01-01 03:00:00,2026-02-24 23:13:59,"Meta Ads ficou caríssimo com essa nova taxa do governo, prejuízo total","meta ads ficou caríssimo com essa nova taxa do governo, prejuízo total",70,Negativo,-0.719,42.0,56.9,Governo/Lei,88,29,5,14,64.5
Evento,sim_Eve_0074,2026-01-01 22:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.698,21.0,45.7,"Google_Ads, Impostos, Aumento_Custos",90,79,43,15,173.5
Evento,sim_Eve_0075,2026-01-01 01:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.728,29.9,53.6,"Meta_Ads, Impostos",76,139,23,12,197.5
Evento,sim_Eve_0076,2026-01-01 16:00:00,2026-02-24 23:13:59,"Instagram Ads subiu demais, nova taxa do governo prejudicou todos","instagram ads subiu demais, nova taxa do governo prejudicou todos",65,Negativo,-0.564,28.7,47.0,"Google_Ads, CPC",89,45,2,11,70.0
Evento,sim_Eve_0077,2026-01-01 06:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.43,38.7,45.1,Impostos,89,83,12,21,143.0
Evento,sim_Eve_0078,2026-01-01 00:00:00,2026-02-24 23:13:59,CPC do Google subiu 35% por causa do imposto de 2026,cpc do google subiu 35% por causa do imposto de 2026,52,Negativo,-0.435,23.5,42.7,"Meta_Ads, Impostos",68,78,20,8,124.0
Evento,sim_Eve_0079,2026-01-01 05:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.479,43.8,48.4,"Impostos, Aumento_Custos",73,49,13,21,110.5
Evento,sim_Eve_0080,2026-01-01 20:00:00,2026-02-24 23:13:59,"Google Ads subiu 20% só de imposto, inadmissível","google ads subiu 20% só de imposto, inadmissível",48,Negativo,-0.558,36.3,42.4,"Google_Ads, Impostos",82,27,37,13,108.5
Evento,sim_Eve_0081,2026-01-01 02:00:00,2026-02-24 23:13:59,"Meta Ads ficou caríssimo com essa nova taxa do governo, prejuízo total","meta ads ficou caríssimo com essa nova taxa do governo, prejuízo total",70,Negativo,-0.35,24.2,57.4,Governo/Lei,62,86,44,9,170.0
Evento,sim_Eve_0082,2026-01-01 11:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.551,21.3,53.9,"Meta_Ads, Impostos",40,31,30,17,110.0
Evento,sim_Eve_0083,2026-01-01 14:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.631,20.8,63.7,"Meta_Ads, Impostos",69,65,28,12,131.0
Evento,sim_Eve_0084,2026-01-01 04:00:00,2026-02-24 23:13:59,Absurdo o novo imposto no Google Ads! CPC subiu 15% aqui,absurdo o novo imposto no google ads! cpc subiu 15% aqui,56,Negativo,-0.593,27.0,45.1,Google_Ads,51,102,38,5,169.0
Evento,sim_Eve_0085,2026-01-01 21:00:00,2026-02-24 23:13:59,Google Ads e Meta Ads agora incluem nova taxa na fatura,google ads e meta ads agora incluem nova taxa na fatura,55,Neutro,0.013,50.2,58.8,"Impostos, Aumento_Custos",42,2,11,12,42.5
Evento,sim_Eve_0086,2026-01-01 10:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 35% por causa da tributação nova, ridículo","facebook ads subiu 35% por causa da tributação nova, ridículo",61,Negativo,-0.27,19.4,45.6,"Impostos, Aumento_Custos",41,24,10,14,67.0
Evento,sim_Eve_0087,2026-01-01 03:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.52,44.4,51.8,"Meta_Ads, Impostos, Preços",64,42,11,3,64.5
Evento,sim_Eve_0088,2026-01-01 05:00:00,2026-02-24 23:13:59,Absurdo o novo imposto no Google Ads! CPC subiu 30% aqui,absurdo o novo imposto no google ads! cpc subiu 30% aqui,56,Negativo,-0.587,37.4,48.0,Meta_Ads,68,142,34,14,221.0
Evento,sim_Eve_0089,2026-01-01 18:00:00,2026-02-24 23:13:59,Revoltado com o aumento no Google Ads por causa desse imposto absurdo,revoltado com o aumento no google ads por causa desse imposto absurdo,69,Negativo,-0.229,33.9,40.6,"Meta_Ads, Impostos, Preços",71,150,50,3,231.0
Evento,sim_Eve_0090,2026-01-01 17:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.67,31.2,35.8,"Google_Ads, Impostos, Aumento_Custos",61,108,38,2,169.0
Evento,sim_Eve_0091,2026-01-01 23:00:00,2026-02-24 23:13:59,CPC do Google subiu 20% por causa do imposto de 2026,cpc do google subiu 20% por causa do imposto de 2026,52,Negativo,-0.357,41.2,48.7,"Google_Ads, Impostos, Aumento_Custos",57,10,2,10,33.0
Evento,sim_Eve_0092,2026-01-01 09:00:00,2026-02-24 23:13:59,"Google Ads subiu 15% só de imposto, inadmissível","google ads subiu 15% só de imposto, inadmissível",48,Negativo,-0.448,21.6,55.2,Governo/Lei,90,36,34,10,107.0
Evento,sim_Eve_0093,2026-01-01 16:00:00,2026-02-24 23:13:59,"Imposto em ads digitais vai financiar educação, excelente medida","imposto em ads digitais vai financiar educação, excelente medida",64,Positivo,0.592,80.6,57.6,Governo/Lei,77,14,27,17,88.5
Evento,sim_Eve_0094,2026-01-01 00:00:00,2026-02-24 23:13:59,Imposto em anúncios já aparece nas faturas de janeiro,imposto em anúncios já aparece nas faturas de janeiro,53,Neutro,-0.029,45.2,52.5,"Google_Ads, CPC",88,48,10,15,93.0
Evento,sim_Eve_0095,2026-01-01 09:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.24,18.6,36.9,Impostos,82,31,43,14,123.5
Evento,sim_Eve_0096,2026-01-01 13:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.56,41.5,60.7,"Google_Ads, CPC",52,5,42,25,118.0
Evento,sim_Eve_0097,2026-01-01 00:00:00,2026-02-24 23:13:59,"Apoio o imposto no Google Ads e Meta Ads, Big Techs devem contribuir","apoio o imposto no google ads e meta ads, big techs devem contribuir",68,Positivo,0.705,64.5,68.9,"Google_Ads, CPC",79,13,19,8,57.5
Evento,sim_Eve_0098,2026-01-01 15:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.454,18.5,43.6,Meta_Ads,64,24,22,9,75.0
Evento,sim_Eve_0099,2026-01-01 08:00:00,2026-02-24 23:13:59,Nova taxa governamental afeta anúncios no Google e Facebook,nova taxa governamental afeta anúncios no google e facebook,59,Neutro,-0.043,49.3,51.7,Meta_Ads,91,48,17,4,81.5
Evento,sim_Eve_0100,2026-01-01 01:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.649,22.3,55.8,"Google_Ads, CPC",93,120,41,27,235.5
Pós-Evento,sim_Pós_0001,2026-01-17 00:00:00,2026-02-24 23:13:59,Tributação de 30% em vigor para publicidade digital,tributação de 30% em vigor para publicidade digital,51,Neutro,0.143,48.4,50.2,Governo/Lei,61,8,4,9,32.0
